Data,Sentiment
 সত্যি অনেক নাটক দেখেছি কোন নাটক দেখে আজ পর্যন্ত চোখে জল আসেনিআজ এই নাটকটা দেখে অঝোর ধারায় চোখ দিয়ে পানি ঝরছেবুক ফেটে শুধু কাঁদতে ইচ্ছে করতেছেবৃন্দাবন দাস আপনাকে স্যালুটএরকম আরো কিছু নাটক আমরা আপনার কাছ থেকে আশা করিতবে বৃন্দাবন দাস আপনার জমজ ছেলে এবং আপনার সহধর্মিনী খুশি আপাতাদের অভিনয় অনেক ভালো লেগেছেসত্যিই এই নাটকের কথা আমি কখনো ভুলতে পারবো না,1
 অনেক সুন্দর হইছে।  অসাধারণ,1
 অসাধারণ অসাধারণ অসাধারন,1
 খুব বেশি ভালো ছিললাভ ইউ নিশো ভাই,1
 আমার মত নিশোর ভাইয়ের পাগলা ভক্ত আছে নাকি এখানে? থাকলে লাইক দিয়ে জানিয়ে দিন  আর ভালো লাগলে আমার চ্যানেলটা  সাবসক্রাইব করবেন প্লিজ। ধন্যবাদ,1
 বাচ্চা কি সাথে সাথে দেয়া যাই,1
 নাটকের মধ্যে অপুর্ব যে গান দুটো গায় সেই গান দুটোর  নাম টা কি কেউ বলবেন আমাকে...অনেক ভাল লাগছে গান দুইটা।so plzzz...keu jene thakle amay janaben plz,1
 অসাধারণ...,1
 এই নাটকের অভিনয় গুলো ভালো লাগে,1
 অনেক সুন্দর,1
 অসাধারণ,1
 সত্তি কথায় নাটক টা ওসাদারোন খুব ভালো লাগলো,1
 টাংগাইল বাসীর গর্ব,1
 খুব ভাল লাগলো।,1
 ধন্যবাদ বৃন্দাবন দাস এই রকম একটা ভালো নাটক উপহার দেওয়া জন্য,1
 অসাধারণ।,1
 ভালো লাগে,1
" নাটকটা খুব সুন্দর। কিন্তু কিছু বেপার একটু রিয়েলস্টিক কম হয়েছে,যেমন মেয়েরা কখনই স্বামীর বাড়ীর কেউ বেড়াতে আসলে এত কিছু রান্না করে খাওয়াতে চায় না নিজ ইচ্ছায় , স্বামী অনেক তেলানোর পর মন চাইলে খাওয়ালে খাওয়ায়। ছেলের বেপারে মায়েরা কখনই নেতিবাচক কথা বাপের কাছে তো বলবেই না,বরং মায়েরা ছেলেদের নেতিবাচক দিক গুলোকেও ঢেকে ফেলার চেষ্টা করে,বরং বাবারাই সব সময় ছেলেদের কে ক্রিটিসাইজ করে,কখনো কখনো মায়েদের জালাতনে সেটাও করার সাহস পায় না। আর মায়েরা ছেলের বিয়ে হয়ে গেছে এই বেপারে এত নরম রিয়েক্ট করে না,বরং তারা রাগে আর ফেটে পড়ে।আর দুনিয়ার কোন স্ত্রী আজ পর্যন্ত দেখি নি স্বামীর মোবাইলে মেয়ে কলিগের মেসেজ এত নরমালি নেয়, বরং না নেয়ার মত হলেও সিরিয়াসলি নেয় তাড়া এসব ইস্যু। আর সরি টু সে বিবাহিত বাচ্চা অয়ালা পুরুষদের 'সি ইজ লাইক সিস্টার' টাইপ কোন সম্পর্ক থাকে না, হয় মেয়ে জনিত যেকোন সম্পর্ক বউ এর ভয়ে রাখতে পারে না, কিন্তু রাখলেও সিস্টার তো সে অবশ্যই না।",1
